path,quality,fruit,source,label
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151512_24692.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151512_24693.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151512_24694.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151512_24695.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151521.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151521_24696.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151521_24697.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151521_24698.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151521_24699.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151531.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151531_24700.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151531_24701.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151531_24702.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151531_24703.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151532.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151532_24704.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151532_24705.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151532_24706.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151532_24707.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151534.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151534_24708.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151534_24709.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151534_24710.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151534_24711.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151535.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151535_24712.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151535_24713.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151535_24714.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151535_24715.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151537.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151537_24716.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151537_24717.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151537_24718.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151537_24719.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151538.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151538_24720.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151538_24721.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151538_24722.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151538_24723.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151541.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151541_24724.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151541_24725.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151541_24726.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151541_24727.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151543.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151543_24728.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151543_24729.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151543_24730.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151543_24731.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151555.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151555_24732.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151555_24733.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151555_24734.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151555_24735.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151556.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151556_24736.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151556_24737.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151556_24738.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151556_24739.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151557.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151557_24740.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151557_24741.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151557_24742.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151557_24743.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151601.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151601_24744.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151601_24745.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151601_24746.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151601_24747.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151602.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151602_24748.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151602_24749.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151602_24750.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151602_24751.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151604.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151604_24752.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151604_24753.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151604_24754.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151604_24755.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151609.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151609_24756.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151609_24757.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151609_24758.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151609_24759.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151611.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151611_24760.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151611_24761.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151611_24762.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151611_24763.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151612.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151612_24764.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151612_24765.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151612_24766.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151612_24767.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151613.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151613_24768.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151613_24769.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151613_24770.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151613_24771.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151615.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151615_24772.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151615_24773.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151615_24774.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151615_24775.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151617.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151617_24776.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151617_24777.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151617_24778.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151617_24779.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151644.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151644_24780.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151644_24781.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151644_24782.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151644_24783.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151645.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151645_24784.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151645_24785.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151645_24786.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151645_24787.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151646.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151646_24788.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151646_24789.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151646_24790.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151646_24791.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151648.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151648_24792.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151648_24793.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151648_24794.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151648_24795.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151649.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151649_24796.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151649_24797.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151649_24798.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151649_24799.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151650.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151650_24800.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151650_24801.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151650_24802.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151650_24803.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151652.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151652_24804.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151652_24805.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151652_24806.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151652_24807.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151653.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151653_24808.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151653_24809.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151653_24810.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151653_24811.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151700.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151700_24812.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151700_24813.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151700_24814.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151700_24815.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151702.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151702_24816.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151702_24817.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151702_24818.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151702_24819.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151703.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151703_24820.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151703_24821.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151703_24822.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151703_24823.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151704.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151704_24824.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151704_24825.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151704_24826.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151704_24827.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151705.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151705_24828.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151705_24829.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151705_24830.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151705_24831.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151706.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151706_24832.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151706_24833.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151706_24834.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151706_24835.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151708.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151708_24836.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151708_24837.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151708_24838.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151708_24839.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151711.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151711_24840.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151711_24841.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151711_24842.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151711_24843.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151713.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151713_24844.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151713_24845.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151713_24846.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151713_24847.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151721.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151721_24848.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151721_24849.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151721_24850.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151721_24851.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151723.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151723_24852.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151723_24853.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151723_24854.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151723_24855.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151724.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151724_24856.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151724_24857.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151724_24858.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151724_24859.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151727.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151727_24860.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151727_24861.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151727_24862.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151727_24863.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151728.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151728_24864.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151728_24865.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151728_24866.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151728_24867.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151815.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151815_24868.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151815_24869.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151815_24870.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151815_24871.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151817.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151817_24872.jpg,Premium,Pomegranate,Kaggle,0
..\..\data\external\Good Quality_Fruits\Pomegranate_Good\20190820_151817_24873.jpg,Premium,Pomegranate,Kaggle,0
